info/source_line,landmark,location,ltr,note,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/subject,sample/years_on_art,sample/clone,sample/tissue,sample/tissue_url,sample/disease,sample/genbank,environment,info/replicate,info/replicates,source_name
1883,chr5,171496449,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1368,chr5,175888908,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
2180,chr5,176580379,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
2296,chr5,176596334,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,2,NCI-RID
2296,chr5,176596334,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",2,2,NCI-RID
1400,chr5,176621514,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1400,chr5,176621514,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
2095,chr5,176708256,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
2095,chr5,176708256,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1435,chr5,178246397,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1731,chr5,179135417,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
876,chr5,180401788,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
778,chr5,180401794,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
863,chr5,180682939,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1181,chr6,618334,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
339,chr6,4124689,5p,,F,AB256315.1,17262715,17262715_Pt.2,,,,,,AB256315,"in vivo",1,1,NCI-RID
2246,chr6,5549091,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
23,chr6,5606278,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
2311,chr6,11716794,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,3,NCI-RID
2311,chr6,11716794,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",2,3,NCI-RID
2311,chr6,11716794,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",3,3,NCI-RID
817,chr6,12097611,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1826,chr6,12097612,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
742,chr6,14693615,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1955,chr6,15603555,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1982,chr6,17654158,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1680,chr6,17713350,5p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1821,chr6,20565472,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2081,chr6,20704412,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
2081,chr6,20704412,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1392,chr6,24861526,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
2277,chr6,25456565,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
769,chr6,25456566,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1130,chr6,25980294,3p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1582,chr6,26126597,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1549,chr6,26129406,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
167,chr6,26142745,5p,,R,AB256142.1,17262715,17262715_Pt.1,,,,,,AB256142,"in vivo",1,1,NCI-RID
1171,chr6,26229179,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2067,chr6,26408131,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1220,chr6,26446751,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1706,chr6,26524397,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1304,chr6,27682326,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2173,chr6,27796636,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1263,chr6,29866706,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1494,chr6,29986861,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1747,chr6,29990060,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
488,chr6,30017074,5p,,F,AB256464.1,17262715,17262715_Pt.3,,,,,,AB256464,"in vivo",1,1,NCI-RID
1661,chr6,30471478,3p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1058,chr6,30481556,3p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
251,chr6,30505115,5p,,R,AB256227.1,17262715,17262715_Pt.1,,,,,,AB256227,"in vivo",1,1,NCI-RID
24,chr6,30506021,5p,,,144,15163705,15163705_144,,,,,,,"in vivo",1,1,NCI-RID
1698,chr6,30526518,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1698,chr6,30526518,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
453,chr6,30542833,5p,,F,AB256429.1,17262715,17262715_Pt.3,,,,,,AB256429,"in vivo",1,1,NCI-RID
1240,chr6,30542833,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1642,chr6,30548931,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
940,chr6,30579734,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1978,chr6,30579798,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
371,chr6,30738851,5p,,F,AB256347.1,17262715,17262715_Pt.2,,,,,,AB256347,"in vivo",1,1,NCI-RID
912,chr6,30787866,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
2243,chr6,31131655,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
599,chr6,31131661,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
441,chr6,31258183,5p,,F,AB256417.1,17262715,17262715_Pt.3,,,,,,AB256417,"in vivo",1,1,NCI-RID
785,chr6,31327203,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1973,chr6,31537625,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1125,chr6,31700469,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1889,chr6,32828369,5p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
691,chr6,32830785,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1357,chr6,32867471,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
191,chr6,32870467,5p,,R,AB256167.1,17262715,17262715_Pt.1,,,,,,AB256167,"in vivo",1,1,NCI-RID
25,chr6,32893242,5p,,,144,15163705,15163705_144,,,,,,,"in vivo",1,1,NCI-RID
2206,chr6,32926761,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1791,chr6,32950881,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1255,chr6,33226083,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1155,chr6,33269476,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
991,chr6,33278341,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
257,chr6,33746300,5p,,F,AB256233.1,17262715,17262715_Pt.1,,,,,,AB256233,"in vivo",1,1,NCI-RID
576,chr6,34304896,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
602,chr6,34647892,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
648,chr6,34653953,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1032,chr6,35553070,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
918,chr6,35567456,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1339,chr6,35567457,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1449,chr6,35626433,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
26,chr6,35646988,5p,,R,79,15163705,15163705_79,,,,,,,"in vivo",1,1,NCI-RID
1744,chr6,35649003,3p,,F,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
295,chr6,35653429,5p,,F,AB256271.1,17262715,17262715_Pt.2,,,,,,AB256271,"in vivo",1,1,NCI-RID
2031,chr6,36564436,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
875,chr6,36851285,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1812,chr6,36851291,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2000,chr6,37432599,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2078,chr6,38207628,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1563,chr6,38543424,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1135,chr6,38543425,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,4,NCI-RID
1135,chr6,38543425,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,4,NCI-RID
1135,chr6,38543425,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,4,NCI-RID
1135,chr6,38543425,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",4,4,NCI-RID
27,chr6,38570382,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
675,chr6,41960771,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
348,chr6,42550847,5p,,F,AB256324.1,17262715,17262715_Pt.2,,,,,,AB256324,"in vivo",1,1,NCI-RID
805,chr6,42756261,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
901,chr6,43002398,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1763,chr6,43567531,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
140,chr6,44091987,5p,,F,AB256114.1,17262715,17262715_Pt.1,,,,,,AB256114,"in vivo",1,1,NCI-RID
1296,chr6,45399204,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
573,chr6,45481311,5p,,R,C-3_AY255034.1,12843741,,,C-3,"OM-10 cell line",https://www.aidsreagent.org/pdfs/ds1319_011.pdf,,,"in vitro",1,1,NCI-RID
1111,chr6,52878088,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1544,chr6,57289869,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
680,chr6,69785325,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1595,chr6,79675186,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1226,chr6,87934078,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
2063,chr6,90563738,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1064,chr6,90720841,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1064,chr6,90720841,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
2222,chr6,90721871,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
2222,chr6,90721871,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
160,chr6,90725087,5p,,R,AB256135.1,17262715,17262715_Pt.1,,,,,,AB256135,"in vivo",1,1,NCI-RID
101,chr6,90725681,5p,,R,AB256075.1,17262715,17262715_Pt.1,,,,,,AB256075,"in vivo",1,1,NCI-RID
595,chr6,90725891,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
595,chr6,90725891,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
263,chr6,90726628,5p,,R,AB256239.1,17262715,17262715_Pt.1,,,,,,AB256239,"in vivo",1,1,NCI-RID
1612,chr6,90726875,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
153,chr6,90727630,5p,,R,AB256128.1,17262715,17262715_Pt.1,,,,,,AB256128,"in vivo",1,1,NCI-RID
226,chr6,90727630,5p,,R,AB256202.1,17262715,17262715_Pt.1,,,,,,AB256202,"in vivo",1,1,NCI-RID
147,chr6,90727708,5p,,R,AB256121.1,17262715,17262715_Pt.1,,,,,,AB256121,"in vivo",1,1,NCI-RID
156,chr6,90727708,5p,,R,AB256131.1,17262715,17262715_Pt.1,,,,,,AB256131,"in vivo",1,1,NCI-RID
163,chr6,90727708,5p,,R,AB256138.1,17262715,17262715_Pt.1,,,,,,AB256138,"in vivo",1,1,NCI-RID
111,chr6,90728413,5p,,R,AB256085.1,17262715,17262715_Pt.1,,,,,,AB256085,"in vivo",1,1,NCI-RID
467,chr6,90728722,5p,,R,AB256443.1,17262715,17262715_Pt.3,,,,,,AB256443,"in vivo",1,1,NCI-RID
2049,chr6,90729358,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1398,chr6,90730829,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
151,chr6,90731181,5p,,R,AB256126.1,17262715,17262715_Pt.1,,,,,,AB256126,"in vivo",1,1,NCI-RID
181,chr6,90731235,5p,,R,AB256157.1,17262715,17262715_Pt.1,,,,,,AB256157,"in vivo",1,1,NCI-RID
173,chr6,90731412,5p,,R,AB256149.1,17262715,17262715_Pt.1,,,,,,AB256149,"in vivo",1,1,NCI-RID
265,chr6,90731412,5p,,R,AB256241.1,17262715,17262715_Pt.1,,,,,,AB256241,"in vivo",1,1,NCI-RID
186,chr6,90732882,5p,,R,AB256162.1,17262715,17262715_Pt.1,,,,,,AB256162,"in vivo",1,1,NCI-RID
169,chr6,90732926,5p,,R,AB256144.1,17262715,17262715_Pt.1,,,,,,AB256144,"in vivo",1,1,NCI-RID
184,chr6,90732926,5p,,R,AB256160.1,17262715,17262715_Pt.1,,,,,,AB256160,"in vivo",1,1,NCI-RID
250,chr6,90732926,5p,,R,AB256226.1,17262715,17262715_Pt.1,,,,,,AB256226,"in vivo",1,1,NCI-RID
1050,chr6,90744822,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
563,chr6,90745507,5p,,R,AL-12_AY255015.1,12843741,"12843741_Case #1",,AL-12,spleen,,"angioimmunoblastic lymphadenopathy (AILD)",,"in vivo",1,1,NCI-RID
852,chr6,90745662,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
852,chr6,90745662,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1858,chr6,90745668,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
196,chr6,90746052,5p,,R,AB256172.1,17262715,17262715_Pt.1,,,,,,AB256172,"in vivo",1,1,NCI-RID
2053,chr6,90750361,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
2053,chr6,90750361,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
647,chr6,90750364,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
170,chr6,90751043,5p,,R,AB256145.1,17262715,17262715_Pt.1,,,,,,AB256145,"in vivo",1,1,NCI-RID
245,chr6,90751064,5p,,R,AB256221.1,17262715,17262715_Pt.1,,,,,,AB256221,"in vivo",1,1,NCI-RID
252,chr6,90751064,5p,,R,AB256228.1,17262715,17262715_Pt.1,,,,,,AB256228,"in vivo",1,1,NCI-RID
272,chr6,90751064,5p,,R,AB256248.1,17262715,17262715_Pt.1,,,,,,AB256248,"in vivo",1,1,NCI-RID
77,chr6,90751125,5p,,R,AB256050.1,17262715,17262715_Pt.1,,,,,,AB256050,"in vivo",1,1,NCI-RID
79,chr6,90751125,5p,,R,AB256052.1,17262715,17262715_Pt.1,,,,,,AB256052,"in vivo",1,1,NCI-RID
84,chr6,90751125,5p,,R,AB256057.1,17262715,17262715_Pt.1,,,,,,AB256057,"in vivo",1,1,NCI-RID
122,chr6,90751125,5p,,R,AB256096.1,17262715,17262715_Pt.1,,,,,,AB256096,"in vivo",1,1,NCI-RID
149,chr6,90751192,5p,,R,AB256123.1,17262715,17262715_Pt.1,,,,,,AB256123,"in vivo",1,1,NCI-RID
210,chr6,90751301,5p,,R,AB256186.1,17262715,17262715_Pt.1,,,,,,AB256186,"in vivo",1,1,NCI-RID
217,chr6,90751301,5p,,R,AB256193.1,17262715,17262715_Pt.1,,,,,,AB256193,"in vivo",1,1,NCI-RID
242,chr6,90751634,5p,,R,AB256218.1,17262715,17262715_Pt.1,,,,,,AB256218,"in vivo",1,1,NCI-RID
271,chr6,90751634,5p,,R,AB256247.1,17262715,17262715_Pt.1,,,,,,AB256247,"in vivo",1,1,NCI-RID
266,chr6,90751893,5p,,R,AB256242.1,17262715,17262715_Pt.1,,,,,,AB256242,"in vivo",1,1,NCI-RID
508,chr6,90751961,5p,,R,AB256484.1,17262715,17262715_Pt.3,,,,,,AB256484,"in vivo",1,1,NCI-RID
89,chr6,90751981,5p,,R,AB256062.1,17262715,17262715_Pt.1,,,,,,AB256062,"in vivo",1,1,NCI-RID
127,chr6,90751981,5p,,R,AB256101.1,17262715,17262715_Pt.1,,,,,,AB256101,"in vivo",1,1,NCI-RID
131,chr6,90751981,5p,,R,AB256105.1,17262715,17262715_Pt.1,,,,,,AB256105,"in vivo",1,1,NCI-RID
141,chr6,90751981,5p,,R,AB256115.1,17262715,17262715_Pt.1,,,,,,AB256115,"in vivo",1,1,NCI-RID
201,chr6,90751981,5p,,R,AB256177.1,17262715,17262715_Pt.1,,,,,,AB256177,"in vivo",1,1,NCI-RID
209,chr6,90751981,5p,,R,AB256185.1,17262715,17262715_Pt.1,,,,,,AB256185,"in vivo",1,1,NCI-RID
212,chr6,90751981,5p,,R,AB256188.1,17262715,17262715_Pt.1,,,,,,AB256188,"in vivo",1,1,NCI-RID
116,chr6,90752134,5p,,R,AB256090.1,17262715,17262715_Pt.1,,,,,,AB256090,"in vivo",1,1,NCI-RID
190,chr6,90752134,5p,,R,AB256166.1,17262715,17262715_Pt.1,,,,,,AB256166,"in vivo",1,1,NCI-RID
214,chr6,90752134,5p,,R,AB256190.1,17262715,17262715_Pt.1,,,,,,AB256190,"in vivo",1,1,NCI-RID
80,chr6,90754158,5p,,R,AB256053.1,17262715,17262715_Pt.1,,,,,,AB256053,"in vivo",1,1,NCI-RID
256,chr6,90754239,5p,,R,AB256232.1,17262715,17262715_Pt.1,,,,,,AB256232,"in vivo",1,1,NCI-RID
206,chr6,90756806,5p,,R,AB256182.1,17262715,17262715_Pt.1,,,,,,AB256182,"in vivo",1,1,NCI-RID
134,chr6,90757517,5p,,R,AB256108.1,17262715,17262715_Pt.1,,,,,,AB256108,"in vivo",1,1,NCI-RID
1414,chr6,90759961,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
204,chr6,90760481,5p,,R,AB256180.1,17262715,17262715_Pt.1,,,,,,AB256180,"in vivo",1,1,NCI-RID
469,chr6,90760524,5p,,R,AB256445.1,17262715,17262715_Pt.3,,,,,,AB256445,"in vivo",1,1,NCI-RID
472,chr6,90760524,5p,,R,AB256448.1,17262715,17262715_Pt.3,,,,,,AB256448,"in vivo",1,1,NCI-RID
148,chr6,90761343,5p,,R,AB256122.1,17262715,17262715_Pt.1,,,,,,AB256122,"in vivo",1,1,NCI-RID
92,chr6,90761350,5p,,R,AB256066.1,17262715,17262715_Pt.1,,,,,,AB256066,"in vivo",1,1,NCI-RID
132,chr6,90761350,5p,,R,AB256106.1,17262715,17262715_Pt.1,,,,,,AB256106,"in vivo",1,1,NCI-RID
129,chr6,90762032,5p,,R,AB256103.1,17262715,17262715_Pt.1,,,,,,AB256103,"in vivo",1,1,NCI-RID
126,chr6,90762209,5p,,R,AB256100.1,17262715,17262715_Pt.1,,,,,,AB256100,"in vivo",1,1,NCI-RID
199,chr6,90762209,5p,,R,AB256175.1,17262715,17262715_Pt.1,,,,,,AB256175,"in vivo",1,1,NCI-RID
213,chr6,90762209,5p,,R,AB256189.1,17262715,17262715_Pt.1,,,,,,AB256189,"in vivo",1,1,NCI-RID
233,chr6,90762209,5p,,R,AB256209.1,17262715,17262715_Pt.1,,,,,,AB256209,"in vivo",1,1,NCI-RID
464,chr6,90762554,5p,,R,AB256440.1,17262715,17262715_Pt.3,,,,,,AB256440,"in vivo",1,1,NCI-RID
107,chr6,90762774,5p,,R,AB256081.1,17262715,17262715_Pt.1,,,,,,AB256081,"in vivo",1,1,NCI-RID
235,chr6,90762774,5p,,R,AB256211.1,17262715,17262715_Pt.1,,,,,,AB256211,"in vivo",1,1,NCI-RID
237,chr6,90762774,5p,,R,AB256213.1,17262715,17262715_Pt.1,,,,,,AB256213,"in vivo",1,1,NCI-RID
253,chr6,90762774,5p,,R,AB256229.1,17262715,17262715_Pt.1,,,,,,AB256229,"in vivo",1,1,NCI-RID
264,chr6,90762774,5p,,R,AB256240.1,17262715,17262715_Pt.1,,,,,,AB256240,"in vivo",1,1,NCI-RID
121,chr6,90762990,5p,,R,AB256095.1,17262715,17262715_Pt.1,,,,,,AB256095,"in vivo",1,1,NCI-RID
579,chr6,90783865,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
90,chr6,90783876,5p,,R,AB256063.1,17262715,17262715_Pt.1,,,,,,AB256063,"in vivo",1,1,NCI-RID
2313,chr6,90785961,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1219,chr6,90786242,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
904,chr6,90800858,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1899,chr6,90804098,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1656,chr6,90804104,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1656,chr6,90804104,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
584,chr6,90899777,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
907,chr6,99369200,3p,,F,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
1102,chr6,101249945,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
288,chr6,108133859,5p,,R,AB256264.1,17262715,17262715_Pt.2,,,,,,AB256264,"in vivo",1,1,NCI-RID
1915,chr6,108930643,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1407,chr6,110261317,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1246,chr6,110972531,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2266,chr6,119176173,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1515,chr6,119199417,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
960,chr6,126222555,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
761,chr6,129952124,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
